url	label	title	all_text	comments	merged	created_time	updated_time	closed_time
https://github.com/tensorflow/federated/pull/507	['cla: no']	Fix `uniquify_reference_names` to not take into account existing names.	Fix `uniquify_reference_names` to not take into account existing names.Fix `uniquify_reference_names` to not take into account existing names.	1	True	2019-05-30 20:59:00	2019-05-31 19:48:08	2019-05-31 00:36:07
https://github.com/tensorflow/federated/pull/495	['cla: no']	Fix some commands to work on macOS.	Fix some commands to work on macOS.Fix some commands to work on macOS.	1	True	2019-05-29 15:03:32	2019-05-31 19:48:05	2019-05-29 15:22:00
https://github.com/tensorflow/federated/pull/488	['cla: no']	Fix lint issues.	Fix lint issues.Fix lint issues.	1	True	2019-05-28 17:13:42	2019-05-31 19:48:03	2019-05-28 17:45:10
https://github.com/tensorflow/federated/pull/484	['cla: yes']	Add support for multiple losses with tf.keras	"Add support for multiple losses with tf.kerasFixes #386 ```suggestion
  def __init__(self, inner_model, dummy_batch, loss_fns, loss_weights=None, metrics=None):
```

Lets add defaults for everything after `loss_fns````suggestion
``````suggestion
``````suggestion
      be the sum of all individual losses, each weighted by `loss_weights`.
``````suggestion
  if isinstance(loss, (collections.Mapping, collections.Sequence)):
```TFF generally aims to include the parameters in the error string for easier debugging, this is probably different than traditional Python.

In this case, perhaps we could add the string `'loss: {}\noutputs: {}'.format(loss, keras_model.outputs)`. Same fro the error raised below.TFF tries to be strict and avoid assumptions on user input. Lets change this to raise an error instead, and include the names of the outputs and losses so the user can easily determine what was missing.Is `yapf` adding the newlines before each new condition branch? This isn't common in TFF, if possible lets remove the empty newlines.Lets add one more test with a dict of loss_weights that doesn't have the same keys are the outputs."	9	True	2019-05-28 12:15:16	2019-05-30 18:38:18	2019-05-30 18:36:42
https://github.com/tensorflow/federated/pull/477	['cla: no']	Fix lint issues.	Fix lint issues.Fix lint issues.	1	True	2019-05-24 21:40:43	2019-05-31 19:48:01	2019-05-24 22:31:01
https://github.com/tensorflow/federated/pull/476	['cla: no']	Fix Python compatibility issues.	Fix Python compatibility issues.Fix Python compatibility issues.	1	True	2019-05-24 21:40:13	2019-05-31 19:48:00	2019-05-24 21:59:22
https://github.com/tensorflow/federated/pull/468	['cla: no']	Fixes possible name-dropping bug in parsing tuple of called TF graphs.	Fixes possible name-dropping bug in parsing tuple of called TF graphs.Fixes possible name-dropping bug in parsing tuple of called TF graphs.	1	True	2019-05-23 23:18:48	2019-05-31 19:47:58	2019-05-24 00:06:49
https://github.com/tensorflow/federated/pull/443	['cla: no']	Fixes type signature issue in construct_federated_map.	Fixes type signature issue in construct_federated_map.Fixes type signature issue in construct_federated_map.	1	True	2019-05-16 21:01:45	2019-05-31 19:47:50	2019-05-16 22:22:45
https://github.com/tensorflow/federated/pull/440	['cla: no']	Fix lint issues.	Fix lint issues.Fix lint issues.	1	True	2019-05-15 22:07:37	2019-05-31 19:47:48	2019-05-15 22:20:12
https://github.com/tensorflow/federated/pull/433	['cla: no']	Remove tff.to_value() calls to arguments that are expected to be tff.Values.	"Remove tff.to_value() calls to arguments that are expected to be tff.Values.Remove tff.to_value() calls to arguments that are expected to be tff.Values.

This caused errors when the `weights` argument of the StatefulAggregateFn was
not specified, as tff.to_value(None) is not allowed in TFF."	1	True	2019-05-15 18:48:18	2019-05-31 19:47:47	2019-05-15 19:52:31
